FeeID,UserID,BorrowID,Amount
321,17,1053,4.00
322,57,1058,38.00
323,37,1060,8.00
324,24,1071,18.00
325,46,1072,26.00
326,59,1075,12.00
327,21,1076,38.00
328,77,1083,28.00
329,21,1087,4.00
330,30,1090,34.00
331,45,1091,36.00
332,50,1094,36.00
333,43,1097,18.00
334,10,1098,22.00
335,100,1099,4.00
336,91,1101,40.00
337,12,1107,18.00
338,37,1111,16.00
339,15,1112,4.00
340,62,1122,16.00
341,16,1131,42.00
342,37,1134,8.00
343,9,1138,14.00
344,55,1139,20.00
345,46,1140,6.00
346,51,1141,2.00
347,3,1142,14.00
348,89,1145,14.00
349,27,1146,2.00
350,90,1147,32.00
351,74,1151,14.00
352,39,1152,4.00
353,39,1153,42.00
354,64,1154,4.00
355,43,1155,34.00
356,16,1157,26.00
357,95,1159,14.00
358,78,1164,12.00
359,61,1166,24.00
360,73,1173,2.00
361,59,1182,8.00
362,31,1183,32.00
363,61,1187,38.00
364,10,1191,24.00
365,20,1194,8.00
366,60,1199,12.00
367,68,1203,2.00
368,82,1204,16.00
369,58,1205,20.00
370,52,1208,22.00
371,73,1209,36.00
372,80,1211,24.00
373,44,1220,38.00
374,51,1222,20.00
375,61,1224,30.00
376,76,1229,22.00
377,68,1231,24.00
378,59,1233,18.00
379,5,1235,42.00
380,15,1236,6.00
381,95,1249,8.00
382,46,1254,4.00
383,3,1256,28.00
384,2,1259,18.00
385,62,1260,4.00
386,10,1261,12.00
387,31,1263,10.00
388,8,1266,2.00
389,97,1270,10.00
390,18,1272,12.00
391,8,1275,18.00
392,91,1276,32.00
393,3,1281,20.00
394,95,1284,6.00
395,42,1286,34.00
396,6,1288,20.00
397,74,1290,12.00
398,45,1297,34.00
399,72,1301,10.00
400,95,1302,8.00
401,35,1306,6.00
402,70,1308,16.00
403,24,1312,26.00
404,82,1317,6.00
405,11,1320,28.00
406,34,1324,12.00
407,81,1329,2.00
408,74,1331,24.00
409,44,1335,38.00
410,70,1339,12.00
411,94,1347,2.00
412,46,1349,8.00
413,51,1351,18.00
414,10,1353,36.00
415,71,1355,20.00
416,5,1360,36.00
417,20,1361,12.00
418,59,1365,36.00
419,81,1367,36.00
420,43,1373,4.00
421,74,1375,10.00
422,46,1377,22.00
423,55,1379,34.00
424,57,1386,40.00
425,51,1390,8.00
426,19,1391,42.00
427,99,1393,14.00
428,60,1395,38.00
429,60,1398,4.00
430,3,1399,24.00
431,18,1401,12.00
432,71,1402,24.00
433,7,1403,26.00
434,99,1408,16.00
435,43,1412,30.00
436,85,1415,30.00
437,80,1416,30.00
438,58,1419,8.00
439,44,1425,16.00
440,85,1428,14.00
441,35,1430,32.00
442,20,1432,34.00
443,73,1438,34.00
444,23,1441,16.00
445,55,1442,8.00
446,16,1443,28.00
447,43,1444,6.00
448,37,1446,10.00
449,62,1447,40.00
450,9,1451,42.00
451,24,1452,38.00
452,16,1454,34.00
453,90,1456,28.00
454,77,1457,28.00
455,77,1458,36.00
456,95,1459,8.00
457,24,1460,26.00
458,45,1462,24.00
459,18,1463,34.00
460,45,1466,2.00
461,4,1470,32.00
462,91,1471,22.00
463,23,1472,10.00
464,42,1483,40.00
465,59,1484,32.00
466,100,1486,2.00
467,80,1487,34.00
468,3,1488,2.00
469,68,1490,40.00
470,29,1492,14.00
471,11,1494,26.00
472,10,1497,6.00
473,28,1499,28.00
474,19,1505,10.00
475,99,1508,8.00
476,61,1509,26.00
477,4,1512,18.00
478,90,1513,8.00
479,35,1514,20.00
480,95,1515,10.00
481,27,1516,6.00
482,100,1520,10.00
483,18,1522,30.00
484,62,1525,8.00
485,60,1526,2.00
486,34,1531,4.00
487,90,1535,30.00
488,45,1536,42.00
489,9,1538,40.00
490,35,1540,24.00
491,15,1550,8.00
492,63,1551,18.00
493,28,1554,24.00
494,45,1556,6.00
495,81,1558,24.00
496,73,1562,4.00
497,84,1563,24.00
498,17,1564,40.00
499,58,1566,22.00
500,97,1567,38.00
501,91,1572,8.00
502,90,1588,30.00
503,7,1591,8.00
504,79,1593,18.00
505,45,1594,42.00
506,39,1597,40.00
507,12,1601,8.00
508,85,1602,4.00
509,60,1604,38.00
510,1,1607,8.00
511,100,1608,6.00
512,8,1610,22.00
513,6,1612,16.00
514,28,1622,4.00
515,71,1625,8.00
516,18,1626,24.00
517,35,1627,14.00
518,52,1629,22.00
519,97,1630,12.00
520,35,1636,8.00
521,71,1638,20.00
522,3,1641,6.00
523,50,1643,6.00
524,89,1647,4.00
525,30,1648,12.00
526,77,1650,40.00
527,5,1653,18.00
528,63,1654,6.00
529,36,1655,32.00
530,37,1659,10.00
531,57,1660,6.00
532,44,1663,20.00
533,24,1671,30.00
534,84,1673,22.00
535,74,1674,20.00
536,78,1684,34.00
537,10,1685,18.00
538,8,1690,20.00
539,13,1692,18.00
540,20,1696,8.00
541,60,1697,6.00
542,5,1698,26.00
543,51,1699,22.00
544,19,1701,14.00
545,59,1703,14.00
546,45,1705,42.00
547,71,1708,10.00
548,28,1711,40.00
549,11,1712,24.00
550,60,1718,4.00
551,2,1724,42.00
552,9,1725,4.00
553,19,1727,28.00
554,31,1728,24.00
555,5,1729,20.00
556,5,1732,4.00
557,21,1733,4.00
558,58,1734,38.00
559,37,1735,6.00
560,64,1737,6.00
561,15,1738,26.00
562,80,1740,42.00
563,37,1748,26.00
564,6,1752,2.00
565,29,1757,18.00
566,68,1760,14.00
567,100,1761,38.00
568,95,1763,24.00
569,57,1768,4.00
570,63,1769,24.00
571,67,1775,8.00
572,50,1776,4.00
573,97,1784,28.00
574,39,1786,4.00
575,78,1788,30.00
576,2,1795,8.00
577,5,1801,18.00
578,18,1802,42.00
579,90,1805,14.00
580,39,1808,8.00
581,5,1817,4.00
582,82,1819,8.00
583,78,1820,28.00
584,44,1823,28.00
585,68,1825,6.00
586,5,1826,32.00
587,99,1827,40.00
588,2,1830,26.00
589,81,1831,42.00
590,23,1832,20.00
591,28,1833,6.00
592,3,1835,42.00
593,67,1836,10.00
594,44,1837,8.00
595,4,1839,36.00
596,71,1842,12.00
597,11,1844,28.00
598,51,1845,30.00
599,36,1850,10.00
600,50,1851,10.00
601,34,1858,14.00
602,8,1859,40.00
603,97,1862,30.00
604,76,1864,4.00
605,44,1868,42.00
606,31,1870,32.00
607,71,1874,14.00
608,2,1877,6.00
609,71,1882,4.00
610,57,1884,6.00
611,95,1888,24.00
612,60,1889,16.00
613,2,1891,6.00
614,9,1894,22.00
615,34,1895,6.00
616,85,1907,36.00
617,72,1908,16.00
618,35,1909,22.00
619,37,1912,8.00
620,68,1913,18.00
621,43,1916,10.00
622,24,1921,6.00
623,10,1922,2.00
624,75,1924,10.00
625,70,1926,36.00
626,100,1927,14.00
627,11,1934,34.00
628,74,1936,18.00
629,52,1937,32.00
630,2,1943,36.00
631,17,1944,2.00
632,62,1945,34.00
633,35,1946,8.00
634,82,1950,18.00
635,29,1951,40.00
636,5,1953,28.00
637,67,1954,30.00
638,62,1956,10.00
639,16,1959,8.00
640,68,1960,34.00
641,11,1963,20.00
642,15,1966,28.00
643,82,1969,32.00
644,20,1971,26.00
645,90,1972,18.00
646,80,1973,4.00
647,81,1974,40.00
648,99,1975,16.00
649,52,1976,26.00
650,13,1977,2.00
651,58,1981,16.00
652,18,1984,22.00
653,60,1987,18.00
654,46,1993,32.00
655,99,1994,8.00
656,21,1997,40.00
657,43,1998,30.00
658,3,1999,40.00
659,34,2003,38.00
660,62,2004,18.00
661,39,2006,6.00
662,3,2008,14.00
663,73,2009,34.00
664,59,2013,12.00
665,4,2014,34.00
666,57,2016,8.00
667,67,2017,14.00
668,16,2021,2.00
669,15,2025,18.00
670,77,2028,30.00
671,71,2029,34.00
672,37,2035,12.00
673,64,2043,2.00
674,30,2044,24.00
675,89,2046,10.00
676,86,2048,38.00
677,42,2049,40.00
678,24,2053,4.00
679,68,2057,2.00
680,8,2059,6.00
681,42,2070,2.00
682,3,2074,10.00
683,64,2078,4.00
684,39,2083,38.00
685,12,2085,38.00
686,82,2088,40.00
687,75,2089,34.00
688,63,2092,22.00
689,13,2095,26.00
690,77,2097,26.00
691,81,2101,26.00
692,71,2103,34.00
693,76,2112,12.00
694,80,2120,38.00
695,74,2122,2.00
696,58,2124,24.00
697,58,2132,16.00
698,39,2133,20.00
699,68,2135,18.00
700,8,2137,12.00
701,5,2139,18.00
702,3,2142,6.00
703,13,2145,38.00
704,75,2146,20.00
705,56,2149,10.00
706,37,2150,14.00
707,4,2153,2.00
708,79,2155,40.00
709,11,2161,36.00
710,31,2168,8.00
711,85,2173,2.00
712,52,2177,12.00
713,70,2178,40.00
714,80,2181,22.00
715,64,2182,28.00
716,17,2183,30.00
717,64,2188,16.00
718,62,2191,4.00
719,5,2194,14.00
720,4,2196,18.00
721,42,2198,12.00
722,18,2202,8.00
723,2,2207,2.00
724,23,2216,6.00
725,27,2217,2.00
726,76,2218,26.00
727,45,2222,6.00
728,56,2224,2.00
729,95,2230,8.00
730,61,2232,4.00
731,24,2233,34.00
732,63,2236,6.00
733,18,2238,2.00
734,51,2241,6.00
735,37,2242,20.00
736,16,2243,40.00
737,59,2246,4.00
738,90,2248,32.00
739,78,2250,22.00
740,80,2253,4.00
741,44,2254,10.00
742,1,2258,30.00
743,1,2261,40.00
744,62,2263,16.00
745,21,2266,14.00
746,77,2270,20.00
747,46,2275,20.00
748,71,2276,32.00
749,58,2278,26.00
750,3,2279,32.00
751,23,2284,26.00
752,6,2289,8.00
753,67,2291,2.00
754,68,2292,14.00
755,74,2302,2.00
756,79,2304,18.00
757,89,2306,2.00
758,84,2307,24.00
759,42,2310,20.00
760,5,2317,26.00
761,1,2318,10.00
762,60,2326,20.00
763,57,2330,16.00
764,2,2335,30.00
765,19,2337,36.00
766,62,2338,8.00
767,57,2339,14.00
768,12,2341,6.00
769,3,2343,32.00
770,36,2345,10.00
771,13,2349,10.00
772,13,2352,40.00
773,35,2353,28.00
774,90,2358,6.00
775,70,2360,30.00
776,18,2362,18.00
777,78,2364,8.00
778,67,2370,30.00
779,45,2375,20.00
780,1,2378,4.00
781,86,2382,2.00
782,99,2383,10.00
783,67,2384,8.00
784,89,2385,8.00
785,51,2388,14.00
786,62,2390,32.00
787,5,2391,30.00
788,7,2392,8.00
789,1,2396,10.00
790,58,2400,36.00
791,10,2404,40.00
792,56,2408,36.00
793,76,2409,26.00
794,7,2411,42.00
795,18,2413,38.00
796,67,2414,40.00
797,77,2416,4.00
798,23,2418,32.00
799,46,2421,8.00
800,9,2428,18.00
801,73,2429,2.00
802,80,2431,2.00
803,59,2432,26.00
804,55,2433,2.00
805,37,2434,12.00
806,39,2436,8.00
807,70,2438,4.00
808,3,2440,20.00
809,44,2442,8.00
810,29,2445,22.00
811,78,2453,18.00
812,58,2455,42.00
813,78,2456,34.00
814,81,2457,28.00
815,44,2461,8.00
816,55,2462,30.00
817,76,2468,26.00
818,19,2470,10.00
819,19,2472,10.00
820,62,2473,32.00
821,12,2475,16.00
822,16,2476,18.00
823,95,2483,28.00
824,29,2485,8.00
825,42,2486,18.00
826,11,2489,38.00
827,5,2495,6.00
828,76,2498,34.00
829,6,2503,4.00
830,30,2505,2.00
831,3,2506,2.00
832,95,2507,10.00
833,50,2508,42.00
834,62,2517,38.00
835,74,2518,14.00
836,52,2520,12.00
837,35,2526,8.00
838,84,2527,10.00
839,44,2530,40.00
840,9,2532,20.00
841,28,2533,36.00
842,30,2550,4.00
843,64,2554,28.00
844,51,2559,6.00
845,80,2560,42.00
846,2,2566,18.00
847,89,2568,4.00
848,23,2579,34.00
849,89,2582,40.00
850,20,2584,18.00
851,34,2589,18.00
852,75,2591,16.00
853,85,2592,10.00
854,15,2593,34.00
855,37,2594,4.00
856,99,2596,32.00
857,89,2599,2.00
858,23,2601,20.00
859,4,2604,4.00
860,97,2606,16.00
861,5,2611,8.00
862,51,2616,10.00
863,44,2617,32.00
864,78,2618,32.00
865,97,2628,4.00
866,8,2630,16.00
867,74,2635,10.00
868,50,2636,12.00
869,42,2644,30.00
870,76,2646,4.00
871,100,2647,24.00
872,7,2655,8.00
873,20,2659,16.00
874,89,2661,14.00
875,64,2666,6.00
876,76,2667,32.00
877,6,2672,2.00
878,24,2673,34.00
879,29,2675,8.00
880,6,2676,38.00
881,39,2677,4.00
882,80,2679,10.00
883,9,2684,4.00
884,77,2686,34.00
885,59,2687,28.00
886,4,2688,18.00
887,4,2691,4.00
888,85,2692,10.00
889,39,2696,4.00
890,43,2706,12.00
891,86,2712,36.00
892,28,2714,16.00
893,31,2723,30.00
894,9,2724,32.00
895,44,2726,8.00
896,67,2734,12.00
897,72,2735,16.00
898,50,2741,2.00
899,77,2745,40.00
900,95,2748,6.00
901,44,2749,2.00
902,51,2752,14.00
903,68,2753,24.00
904,63,2758,36.00
905,42,2759,6.00
906,10,2760,34.00
907,78,2761,10.00
908,60,2763,24.00
909,24,2767,42.00
910,5,2768,6.00
911,90,2770,36.00
912,6,2781,4.00
913,51,2782,6.00
914,52,2784,14.00
915,28,2785,6.00
916,15,2786,8.00
917,61,2790,14.00
918,73,2794,10.00
919,2,2797,10.00
920,80,2798,12.00
921,94,2799,12.00
922,76,2802,18.00
923,57,2805,18.00
924,18,2806,20.00
925,17,2810,28.00
926,94,2812,10.00
927,6,2816,18.00
928,21,2817,34.00
929,3,2824,26.00
930,43,2826,38.00
931,50,2833,20.00
932,80,2835,2.00
933,8,2837,8.00
934,34,2840,20.00
935,52,2844,10.00
936,36,2849,24.00
937,13,2852,16.00
938,84,2853,32.00
939,85,2855,2.00
940,79,2859,32.00
941,3,2864,36.00
942,58,2867,20.00
943,15,2870,8.00
944,1,2871,26.00
945,39,2872,12.00
946,72,2876,38.00
947,67,2879,20.00
948,51,2880,22.00
949,58,2882,4.00
950,99,2884,14.00
951,7,2889,2.00
952,58,2890,40.00
953,5,2893,30.00
954,50,2902,34.00
955,28,2903,18.00
956,77,2908,30.00
957,15,2912,34.00
958,64,2913,24.00
959,58,2914,6.00
960,99,2919,28.00
961,94,2922,14.00
962,37,2924,4.00
963,44,2926,18.00
964,63,2931,34.00
965,91,2934,6.00
966,57,2941,24.00
967,3,2946,16.00
968,18,2961,6.00
969,97,2962,20.00
970,77,2965,16.00
971,37,2970,38.00
972,89,2979,14.00
973,70,2980,18.00
974,79,2987,38.00
975,30,2988,12.00
976,17,2990,12.00
977,9,2992,8.00
978,97,2996,28.00
979,15,2997,42.00
980,3,3000,8.00
981,4,3002,4.00
982,58,3005,8.00
983,6,3006,42.00
984,16,3007,10.00
985,94,3010,36.00
986,20,3011,32.00
987,12,3012,28.00
988,16,3015,4.00
989,86,3016,42.00
990,86,3018,24.00
991,2,3020,12.00
992,46,3022,18.00
993,37,3025,6.00
994,60,3033,12.00
995,68,3034,32.00
996,21,3036,8.00
997,28,3037,8.00
998,10,3040,24.00
999,15,3043,4.00
1000,67,3046,4.00
1001,72,3048,32.00
1002,44,3050,16.00
1003,31,3058,28.00
1004,19,3061,6.00
1005,55,3066,28.00
1006,60,3075,34.00
1007,17,3076,22.00
1008,37,3083,28.00
1009,43,3090,4.00
1010,99,3096,4.00
1011,42,3099,8.00
1012,86,3105,38.00
1013,82,3107,8.00
1014,55,3111,36.00
1015,60,3115,6.00
1016,63,3116,40.00
1017,78,3117,32.00
1018,63,3118,36.00
1019,23,3124,38.00
1020,56,3127,2.00
1021,67,3129,28.00
1022,52,3130,32.00
1023,71,3133,42.00
1024,61,3135,10.00
1025,91,3136,38.00
1026,99,3138,4.00
1027,94,3140,8.00
1028,13,3145,38.00
1029,85,3150,36.00
1030,81,3151,10.00
1031,16,3152,42.00
1032,6,3159,6.00
1033,30,3162,26.00
1034,76,3163,32.00
1035,34,3166,14.00
1036,23,3167,34.00
1037,1,3168,6.00
1038,82,3178,38.00
1039,99,3179,2.00
1040,76,3182,4.00
1041,36,3190,4.00
1042,16,3193,18.00
1043,12,3194,10.00
1044,3,3195,10.00
1045,85,3199,26.00
1046,3,3201,24.00
1047,37,3203,24.00
1048,20,3204,10.00
1049,62,3206,18.00
1050,62,3211,14.00
1051,44,3215,4.00
1052,99,3216,40.00
1053,12,3225,20.00
1054,20,3229,10.00
1055,5,3237,24.00
1056,84,3245,2.00
1057,42,3246,6.00
1058,5,3247,30.00
1059,46,3254,12.00
1060,28,3256,36.00
1061,91,3263,10.00
1062,3,3265,24.00
1063,15,3275,40.00
1064,99,3276,2.00
1065,62,3280,20.00
1066,89,3284,6.00
1067,76,3285,42.00
1068,16,3286,32.00
1069,89,3287,8.00
1070,27,3290,22.00
1071,76,3291,20.00
1072,43,3294,10.00
1073,13,3295,16.00
1074,23,3297,22.00
1075,89,3299,10.00
1076,52,3301,14.00
1077,51,3304,36.00
1078,62,3307,42.00
1079,37,3308,32.00
1080,86,3310,20.00
1081,8,3311,18.00
1082,97,3316,28.00
1083,85,3326,8.00
1084,63,3330,22.00
1085,1,3331,2.00
1086,15,3332,40.00
1087,3,3335,28.00
1088,7,3353,2.00
1089,61,3355,6.00
1090,82,3356,20.00
1091,64,3357,4.00
1092,91,3362,6.00
1093,95,3366,34.00
1094,6,3367,2.00
1095,35,3368,12.00
1096,31,3369,26.00
1097,8,3379,2.00
1098,62,3381,16.00
1099,70,3382,6.00
1100,72,3383,2.00
1101,86,3386,8.00
1102,7,3387,4.00
1103,27,3389,28.00
1104,27,3394,10.00
1105,46,3400,4.00
1106,89,3403,16.00
1107,71,3405,12.00
1108,18,3408,4.00
1109,5,3411,4.00
1110,90,3415,34.00
1111,73,3417,4.00
1112,94,3419,8.00
1113,73,3421,20.00
1114,2,3425,20.00
1115,30,3429,6.00
1116,74,3432,24.00
1117,72,3433,34.00
1118,73,3435,8.00
1119,46,3437,20.00
1120,45,3446,18.00
1121,31,3449,40.00
1122,59,3451,42.00
1123,37,3456,26.00
1124,20,3460,24.00
1125,73,3462,8.00
1126,9,3463,40.00
1127,6,3464,6.00
1128,37,3466,2.00
1129,42,3467,28.00
1130,85,3469,8.00
1131,76,3475,22.00
1132,30,3476,24.00
1133,58,3477,24.00
1134,15,3478,2.00
1135,10,3481,6.00
1136,97,3484,40.00
1137,45,3487,4.00
1138,61,3491,22.00
1139,50,3495,32.00
1140,28,3496,42.00
1141,60,3502,42.00
1142,67,3506,8.00
1143,99,3516,4.00
1144,17,3517,30.00
1145,31,3527,24.00
1146,82,3531,20.00
1147,6,3534,30.00
1148,82,3537,34.00
1149,90,3540,8.00
1150,97,3541,4.00
1151,27,3545,34.00
1152,24,3547,38.00
1153,72,3548,6.00
1154,43,3553,10.00
1155,85,3556,30.00
1156,89,3563,20.00
1157,50,3565,6.00
1158,64,3571,42.00
1159,36,3572,30.00
1160,15,3577,16.00
1161,80,3583,32.00
1162,1,3584,6.00
1163,64,3592,2.00
1164,34,3596,4.00
1165,29,3604,22.00
1166,71,3605,20.00
1167,51,3609,16.00
1168,21,3610,20.00
1169,85,3611,18.00
1170,50,3617,30.00
1171,86,3618,8.00
1172,6,3619,32.00
1173,45,3622,10.00
1174,37,3625,8.00
1175,20,3626,28.00
1176,63,3631,8.00
1177,20,3633,26.00
1178,28,3635,28.00
1179,43,3637,12.00
1180,94,3642,14.00
1181,79,3644,14.00
1182,77,3646,4.00
1183,94,3647,36.00
1184,86,3653,8.00
1185,36,3659,22.00
1186,29,3660,20.00
1187,7,3661,2.00
1188,94,3662,2.00
1189,61,3665,6.00
1190,24,3671,12.00
1191,7,3676,6.00
1192,16,3680,24.00
1193,5,3681,24.00
1194,58,3682,20.00
1195,86,3683,14.00
1196,28,3686,6.00
1197,76,3688,12.00
1198,56,3689,8.00
1199,11,3691,42.00
1200,68,3694,14.00
1201,97,3700,26.00
1202,86,3706,40.00
1203,63,3708,6.00
1204,50,3710,42.00
1205,80,3712,14.00
1206,2,3715,10.00
1207,28,3718,30.00
1208,34,3721,8.00
1209,51,3723,4.00
1210,24,3724,6.00
1211,90,3730,8.00
1212,68,3731,26.00
1213,45,3732,4.00
1214,15,3735,30.00
1215,11,3738,22.00
1216,82,3741,30.00
1217,31,3743,24.00
1218,70,3745,34.00
1219,78,3747,4.00
1220,8,3748,28.00
1221,63,3749,22.00
1222,85,3751,10.00
1223,23,3752,16.00
1224,61,3760,2.00
1225,61,3765,8.00
1226,51,3767,8.00
1227,58,3768,28.00
1228,95,3771,32.00
1229,89,3777,28.00
1230,6,3778,4.00
1231,74,3781,4.00
1232,84,3783,42.00
1233,62,3784,36.00
1234,6,3790,34.00
1235,15,3791,28.00
1236,95,3800,2.00
1237,15,3804,36.00
1238,44,3811,32.00
1239,70,3814,8.00
1240,94,3819,34.00
1241,77,3820,6.00
1242,76,3826,18.00
1243,71,3828,6.00
1244,73,3829,20.00
1245,5,3831,28.00
1246,59,3834,34.00
1247,23,3836,42.00
1248,67,3838,40.00
1249,55,3840,18.00
1250,94,3846,2.00
1251,80,3847,6.00
1252,71,3848,12.00
1253,36,3851,6.00
1254,23,3853,8.00
1255,39,3854,8.00
1256,99,3858,20.00
1257,75,3860,10.00
1258,62,3863,2.00
1259,21,3865,6.00
1260,73,3869,8.00
1261,81,3873,6.00
1262,85,3874,8.00
1263,74,3875,2.00
1264,27,3880,28.00
1265,81,3888,2.00
1266,24,3890,2.00
1267,51,3893,32.00
1268,78,3894,22.00
1269,68,3896,4.00
1270,72,3897,6.00
1271,19,3900,8.00
1272,29,3901,34.00
